team_id,name,class,region,reference_class,reference_region,state_rank,prior_record,snapshot_record,games_counted,cutoff,ledger_status,internal_consistency,external_verification,source_links,correction_made,unresolved_issue
newton-county,Newton County High School,4A,5,4A,5,143,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
provine,Provine High School,5A,2,5A,2,144,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
north-pontotoc,North Pontotoc High School,4A,1,4A,1,145,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
lawrence-county,Lawrence County High School,4A,7,4A,7,146,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
long-beach,Long Beach Senior High School,6A,4,6A,4,147,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
hatley,Hatley High School,2A,1,2A,1,148,,1-0,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
calhoun-city,Calhoun City High School,1A,3,1A,3,149,,1-0,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
enterprise-clarke,Enterprise (Clarke),2A,6,2A,6,150,,1-0,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
amory,Amory High School,4A,2,4A,2,151,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
holly-springs,Holly Springs High School,3A,2,3A,2,152,,1-0,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
coffeeville,Coffeeville High School,1A,4,1A,4,153,,1-0,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
jefferson-county,Jefferson Co High,3A,7,3A,7,154,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
perry-central,Perry Central High School,2A,8,2A,8,155,,1-0,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
bay,Bay High School,4A,8,4A,8,156,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
northside,Northside High School,2A,3,2A,3,157,,0-0,0,2026-09-02T20:30:00-05:00,unavailable: no verified results linked,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,Page now says 'results unavailable' instead of 0-0 / 0.0; no source data changed.,
moss-point,Moss Point High School,4A,8,4A,8,158,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
pelahatchie,Pelahatchie Attendance Center,2A,5,2A,5,159,,1-0,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
columbus,Columbus High School,5A,1,5A,1,160,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
biggersville,Biggersville High School,1A,1,1A,1,161,,1-0,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
richton,Richton High School,1A,8,1A,8,162,,1-0,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
west-lauderdale,West Lauderdale High School,4A,5,4A,5,163,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
st-stanislaus,St. Stanislaus,3A,8,3A,8,164,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
velma-jackson,Velma Jackson High School,2A,4,2A,4,165,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
philadelphia,Philadelphia High School,2A,4,2A,4,166,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
st-andrews,St. Andrew’S,3A,5,3A,5,167,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
nanih-waiya,Nanih Waiya Attendance Center,1A,5,1A,5,168,,1-0,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
south-pontotoc,South Pontotoc High School,4A,1,4A,1,169,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
southeast-lauderdale,Southeast Lauderdale High School,3A,5,3A,5,170,,1-0,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
raymond,Raymond High School,4A,6,4A,6,171,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
lumberton,Lumberton High School,1A,8,1A,8,172,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
mantachie,Mantachie Attendance Center,3A,1,3A,1,173,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
lake,Lake High School,2A,5,2A,5,174,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
quitman,Quitman High School,3A,5,3A,5,175,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
tylertown,Tylertown High School,3A,8,3A,8,176,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
alcorn-central,Alcorn Central High School,3A,1,3A,1,177,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
bay-springs,Bay Springs High School,2A,6,2A,6,178,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
mclaurin,McLaurin Attendance Center,3A,6,3A,6,179,,1-0,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
j-z-george,J Z George High School,2A,3,2A,3,180,,1-0,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
sebastopol,Sebastopol Attendance Center,1A,5,1A,5,181,,1-0,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
crystal-springs,Crystal Springs High School,3A,7,3A,7,182,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
enterprise-brookhaven,Enterprise (Brookhaven),2A,7,2A,7,183,,1-0,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
kossuth,Kossuth High School,3A,1,3A,1,184,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
water-valley,Water Valley High School,2A,2,2A,2,185,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
south-delta,South Delta High School,1A,6,1A,6,186,,1-0,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
north-panola,North Panola High School,3A,2,3A,2,187,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
northeast-lauderdale,Northeast Lauderdale High School,4A,5,4A,5,188,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
pisgah,Pisgah High School,3A,5,3A,5,189,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
collins,Collins High School,2A,8,2A,8,190,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
nettleton,Nettleton High School,3A,4,3A,4,191,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
north-forrest,North Forrest High School,2A,8,2A,8,192,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
myrtle,Myrtle Attendance Center,2A,2,2A,2,193,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
french-camp,French Camp,1A,4,1A,4,194,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
loyd-star,Loyd Star School,2A,7,2A,7,195,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
okolona,Okolona High School,1A,3,1A,3,196,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
newton,Newton High School,2A,5,2A,5,197,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
potts-camp,Potts Camp High School (5-12),1A,2,1A,2,198,,1-0,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
noxapater,Noxapater Attendance Center,1A,5,1A,5,199,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
west-marion,West Marion High School,3A,8,3A,8,200,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
leland,Leland High School,2A,3,2A,3,201,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
amanda-elzy,Amanda Elzy High School,3A,3,3A,3,202,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
salem,Salem Attendance Center,1A,7,1A,7,203,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
byers,H. W. Byers High School (5-12),1A,2,1A,2,204,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
hamilton,Hamilton High School,2A,1,2A,1,205,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
coahoma-county,Coahoma County Jr/Sr High School,3A,2,3A,2,206,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
taylorsville,Taylorsville Attendance Center,1A,8,1A,8,207,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
wilkinson-county,Wilkinson County High,2A,7,2A,7,208,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
stringer,Stringer Attendance Center,1A,8,1A,8,209,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
strayhorn,Strayhorn High School,2A,2,2A,2,210,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
bogue-chitto,Bogue Chitto School,1A,7,1A,7,211,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
vardaman,Vardaman High School,1A,3,1A,3,212,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
ethel,Ethel Attendance Center,1A,5,1A,5,213,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
